,partner,period,trade_value_usd,reporter
239,Netherlands,201611,720,Rep. of Moldova
240,Poland,201611,1287,Rep. of Moldova
241,World,201612,29754,Rep. of Moldova
242,France,201612,9058,Rep. of Moldova
243,Hungary,201612,1081,Rep. of Moldova
244,Italy,201612,16278,Rep. of Moldova
245,Lithuania,201612,1818,Rep. of Moldova
246,Netherlands,201612,851,Rep. of Moldova
247,Poland,201612,668,Rep. of Moldova
0,World,201401,5624,Romania
1,France,201401,84,Romania
2,Ireland,201401,987,Romania
3,Italy,201401,1308,Romania
4,Lithuania,201401,2773,Romania
5,Poland,201401,473,Romania
6,World,201402,9564,Romania
7,Ireland,201402,1636,Romania
8,Italy,201402,2966,Romania
9,Lithuania,201402,3450,Romania
10,Poland,201402,1512,Romania
11,World,201403,4987,Romania
12,Lithuania,201403,4187,Romania
13,Poland,201403,800,Romania
14,World,201404,10823,Romania
15,France,201404,90,Romania
16,Ireland,201404,370,Romania
17,Italy,201404,1898,Romania
18,Lithuania,201404,3862,Romania
19,Turkey,201404,4603,Romania
20,World,201405,5773,Romania
21,Ireland,201405,817,Romania
22,Lithuania,201405,3785,Romania
23,Poland,201405,1171,Romania
24,World,201406,4449,Romania
25,France,201406,90,Romania
26,Ireland,201406,810,Romania
27,Italy,201406,1993,Romania
28,Poland,201406,1557,Romania
29,World,201407,4758,Romania
30,France,201407,1262,Romania
31,Ireland,201407,399,Romania
32,Lithuania,201407,2385,Romania
33,Poland,201407,712,Romania
34,World,201408,37410,Romania
35,France,201408,1861,Romania
36,Ireland,201408,1191,Romania
37,Italy,201408,1336,Romania
38,Lithuania,201408,3275,Romania
39,Netherlands,201408,29014,Romania
40,Poland,201408,733,Romania
44,World,201409,182326,Romania
45,France,201409,231,Romania
46,Ireland,201409,986,Romania
47,Italy,201409,147778,Romania
48,Lithuania,201409,2493,Romania
49,Netherlands,201409,29172,Romania
50,Poland,201409,1665,Romania
53,World,201410,197811,Romania
54,France,201410,374,Romania
55,Italy,201410,193005,Romania
56,Lithuania,201410,3114,Romania
57,Netherlands,201410,80,Romania
58,Poland,201410,1237,Romania
61,World,201411,233107,Romania
62,France,201411,7060,Romania
63,Ireland,201411,1541,Romania
64,Italy,201411,209724,Romania
65,Lithuania,201411,3304,Romania
66,Netherlands,201411,9947,Romania
67,Poland,201411,1532,Romania
68,World,201412,9586,Romania
69,France,201412,4786,Romania
70,Ireland,201412,997,Romania
71,Netherlands,201412,1671,Romania
72,Poland,201412,2133,Romania
76,World,201501,7889,Romania
77,France,201501,275,Romania
78,Ireland,201501,1237,Romania
79,Italy,201501,1521,Romania
80,Lithuania,201501,2561,Romania
81,Netherlands,201501,1860,Romania
82,Poland,201501,434,Romania
83,World,201502,2484,Romania
84,France,201502,254,Romania
85,Ireland,201502,529,Romania
86,Lithuania,201502,1018,Romania
87,Poland,201502,684,Romania
90,World,201503,5070,Romania
91,France,201503,162,Romania
92,Ireland,201503,852,Romania
93,Italy,201503,1648,Romania
94,Lithuania,201503,1553,Romania
95,Poland,201503,855,Romania
96,World,201504,5216,Romania
97,France,201504,136,Romania
98,Ireland,201504,2695,Romania
99,Lithuania,201504,1445,Romania
100,Poland,201504,940,Romania
103,World,201505,4827,Romania
104,France,201505,71,Romania
105,Ireland,201505,978,Romania
106,Lithuania,201505,3777,Romania
109,World,201506,5950,Romania
110,France,201506,84,Romania
111,Ireland,201506,722,Romania
112,Lithuania,201506,5144,Romania
115,World,201507,4911,Romania
116,France,201507,1339,Romania
117,Ireland,201507,1308,Romania
118,Lithuania,201507,2035,Romania
119,Poland,201507,229,Romania
122,World,201508,4343,Romania
123,France,201508,1851,Romania
124,Ireland,201508,1498,Romania
125,Lithuania,201508,874,Romania
126,Poland,201508,120,Romania
129,World,201509,245795,Romania
130,France,201509,462,Romania
131,Ireland,201509,461,Romania
132,Italy,201509,179349,Romania
133,Lithuania,201509,4555,Romania
134,Netherlands,201509,54628,Romania
135,Poland,201509,453,Romania
136,Turkey,201509,5888,Romania
139,World,201510,224837,Romania
140,France,201510,5666,Romania
141,Ireland,201510,1198,Romania
142,Italy,201510,217191,Romania
143,Poland,201510,782,Romania
146,World,201511,464713,Romania
147,France,201511,2413,Romania
148,Ireland,201511,774,Romania
149,Italy,201511,456217,Romania
150,Lithuania,201511,3243,Romania
151,Netherlands,201511,291,Romania
152,Poland,201511,1775,Romania
155,World,201512,26496,Romania
156,France,201512,3935,Romania
157,Germany,201512,15990,Romania
158,Ireland,201512,2634,Romania
159,Lithuania,201512,1625,Romania
160,Netherlands,201512,1121,Romania
161,Poland,201512,1192,Romania
162,World,201601,13681,Romania
163,France,201601,236,Romania
164,Ireland,201601,426,Romania
165,Lithuania,201601,1947,Romania
166,Poland,201601,128,Romania
167,Turkey,201601,10943,Romania
170,World,201602,5122,Romania
171,France,201602,267,Romania
172,Ireland,201602,479,Romania
173,Italy,201602,842,Romania
174,Lithuania,201602,2938,Romania
175,Poland,201602,596,Romania
176,World,201603,6607,Romania
177,France,201603,817,Romania
178,Ireland,201603,2423,Romania
179,Italy,201603,1842,Romania
180,Lithuania,201603,1162,Romania
181,Poland,201603,363,Romania
184,World,201604,4302,Romania
185,France,201604,66,Romania
186,Ireland,201604,1796,Romania
187,Lithuania,201604,1982,Romania
188,Poland,201604,458,Romania
191,World,201605,3635,Romania
192,France,201605,64,Romania
193,Italy,201605,1945,Romania
194,Lithuania,201605,1627,Romania
197,World,201606,20836,Romania
198,Hungary,201606,6997,Romania
199,Ireland,201606,2520,Romania
200,Italy,201606,4573,Romania
201,Lithuania,201606,2940,Romania
202,Poland,201606,3807,Romania
203,World,201607,13774,Romania
204,France,201607,401,Romania
205,Hungary,201607,8332,Romania
206,Ireland,201607,1014,Romania
207,Italy,201607,1937,Romania
208,Lithuania,201607,1774,Romania
209,Poland,201607,316,Romania
210,World,201608,17788,Romania
211,France,201608,1161,Romania
212,Hungary,201608,6820,Romania
213,Ireland,201608,976,Romania
214,Italy,201608,348,Romania
215,Netherlands,201608,7995,Romania
216,Poland,201608,488,Romania
219,World,201609,230628,Romania
220,France,201609,121,Romania
221,Ireland,201609,1133,Romania
222,Italy,201609,228270,Romania
223,Lithuania,201609,1076,Romania
224,Poland,201609,28,Romania
228,World,201610,83506,Romania
229,Hungary,201610,2749,Romania
230,Ireland,201610,516,Romania
231,Italy,201610,77012,Romania
232,Lithuania,201610,2496,Romania
233,Poland,201610,733,Romania
234,World,201611,157482,Romania
235,France,201611,9528,Romania
236,Hungary,201611,758,Romania
237,Italy,201611,143292,Romania
238,Lithuania,201611,1897,Romania
239,Netherlands,201611,720,Romania
240,Poland,201611,1287,Romania
241,World,201612,29754,Romania
242,France,201612,9058,Romania
243,Hungary,201612,1081,Romania
244,Italy,201612,16278,Romania
245,Lithuania,201612,1818,Romania
246,Netherlands,201612,851,Romania
247,Poland,201612,668,Romania
0,World,201401,5624,Russian Federation
1,France,201401,84,Russian Federation
2,Ireland,201401,987,Russian Federation
3,Italy,201401,1308,Russian Federation
4,Lithuania,201401,2773,Russian Federation
5,Poland,201401,473,Russian Federation
6,World,201402,9564,Russian Federation
7,Ireland,201402,1636,Russian Federation
8,Italy,201402,2966,Russian Federation
9,Lithuania,201402,3450,Russian Federation
10,Poland,201402,1512,Russian Federation
11,World,201403,4987,Russian Federation
12,Lithuania,201403,4187,Russian Federation
13,Poland,201403,800,Russian Federation
14,World,201404,10823,Russian Federation
15,France,201404,90,Russian Federation
16,Ireland,201404,370,Russian Federation
17,Italy,201404,1898,Russian Federation
18,Lithuania,201404,3862,Russian Federation
19,Turkey,201404,4603,Russian Federation
20,World,201405,5773,Russian Federation
21,Ireland,201405,817,Russian Federation
22,Lithuania,201405,3785,Russian Federation
23,Poland,201405,1171,Russian Federation
24,World,201406,4449,Russian Federation
25,France,201406,90,Russian Federation
26,Ireland,201406,810,Russian Federation
27,Italy,201406,1993,Russian Federation
28,Poland,201406,1557,Russian Federation
29,World,201407,4758,Russian Federation
30,France,201407,1262,Russian Federation
31,Ireland,201407,399,Russian Federation
32,Lithuania,201407,2385,Russian Federation
33,Poland,201407,712,Russian Federation
34,World,201408,37410,Russian Federation
35,France,201408,1861,Russian Federation
36,Ireland,201408,1191,Russian Federation
37,Italy,201408,1336,Russian Federation
38,Lithuania,201408,3275,Russian Federation
39,Netherlands,201408,29014,Russian Federation
40,Poland,201408,733,Russian Federation
44,World,201409,182326,Russian Federation
45,France,201409,231,Russian Federation
46,Ireland,201409,986,Russian Federation
47,Italy,201409,147778,Russian Federation
48,Lithuania,201409,2493,Russian Federation
49,Netherlands,201409,29172,Russian Federation
50,Poland,201409,1665,Russian Federation
53,World,201410,197811,Russian Federation
54,France,201410,374,Russian Federation
55,Italy,201410,193005,Russian Federation
56,Lithuania,201410,3114,Russian Federation
57,Netherlands,201410,80,Russian Federation
58,Poland,201410,1237,Russian Federation
61,World,201411,233107,Russian Federation
62,France,201411,7060,Russian Federation
63,Ireland,201411,1541,Russian Federation
64,Italy,201411,209724,Russian Federation
65,Lithuania,201411,3304,Russian Federation
66,Netherlands,201411,9947,Russian Federation
67,Poland,201411,1532,Russian Federation
68,World,201412,9586,Russian Federation
69,France,201412,4786,Russian Federation
70,Ireland,201412,997,Russian Federation
71,Netherlands,201412,1671,Russian Federation
72,Poland,201412,2133,Russian Federation
76,World,201501,7889,Russian Federation
77,France,201501,275,Russian Federation
78,Ireland,201501,1237,Russian Federation
79,Italy,201501,1521,Russian Federation
80,Lithuania,201501,2561,Russian Federation
81,Netherlands,201501,1860,Russian Federation
82,Poland,201501,434,Russian Federation
83,World,201502,2484,Russian Federation
84,France,201502,254,Russian Federation
85,Ireland,201502,529,Russian Federation
86,Lithuania,201502,1018,Russian Federation
87,Poland,201502,684,Russian Federation
90,World,201503,5070,Russian Federation
91,France,201503,162,Russian Federation
92,Ireland,201503,852,Russian Federation
93,Italy,201503,1648,Russian Federation
94,Lithuania,201503,1553,Russian Federation
95,Poland,201503,855,Russian Federation
96,World,201504,5216,Russian Federation
97,France,201504,136,Russian Federation
98,Ireland,201504,2695,Russian Federation
99,Lithuania,201504,1445,Russian Federation
100,Poland,201504,940,Russian Federation
103,World,201505,4827,Russian Federation
104,France,201505,71,Russian Federation
105,Ireland,201505,978,Russian Federation
106,Lithuania,201505,3777,Russian Federation
109,World,201506,5950,Russian Federation
110,France,201506,84,Russian Federation
111,Ireland,201506,722,Russian Federation
112,Lithuania,201506,5144,Russian Federation
115,World,201507,4911,Russian Federation
116,France,201507,1339,Russian Federation
117,Ireland,201507,1308,Russian Federation
118,Lithuania,201507,2035,Russian Federation
119,Poland,201507,229,Russian Federation
122,World,201508,4343,Russian Federation
123,France,201508,1851,Russian Federation
124,Ireland,201508,1498,Russian Federation
125,Lithuania,201508,874,Russian Federation
126,Poland,201508,120,Russian Federation
129,World,201509,245795,Russian Federation
130,France,201509,462,Russian Federation
131,Ireland,201509,461,Russian Federation
132,Italy,201509,179349,Russian Federation
133,Lithuania,201509,4555,Russian Federation
134,Netherlands,201509,54628,Russian Federation
135,Poland,201509,453,Russian Federation
136,Turkey,201509,5888,Russian Federation
139,World,201510,224837,Russian Federation
140,France,201510,5666,Russian Federation
141,Ireland,201510,1198,Russian Federation
142,Italy,201510,217191,Russian Federation
143,Poland,201510,782,Russian Federation
146,World,201511,464713,Russian Federation
147,France,201511,2413,Russian Federation
148,Ireland,201511,774,Russian Federation
149,Italy,201511,456217,Russian Federation
150,Lithuania,201511,3243,Russian Federation
151,Netherlands,201511,291,Russian Federation
152,Poland,201511,1775,Russian Federation
155,World,201512,26496,Russian Federation
156,France,201512,3935,Russian Federation
157,Germany,201512,15990,Russian Federation
158,Ireland,201512,2634,Russian Federation
159,Lithuania,201512,1625,Russian Federation
160,Netherlands,201512,1121,Russian Federation
161,Poland,201512,1192,Russian Federation
162,World,201601,13681,Russian Federation
163,France,201601,236,Russian Federation
164,Ireland,201601,426,Russian Federation
165,Lithuania,201601,1947,Russian Federation
166,Poland,201601,128,Russian Federation
167,Turkey,201601,10943,Russian Federation
170,World,201602,5122,Russian Federation
171,France,201602,267,Russian Federation
172,Ireland,201602,479,Russian Federation
173,Italy,201602,842,Russian Federation
174,Lithuania,201602,2938,Russian Federation
175,Poland,201602,596,Russian Federation
176,World,201603,6607,Russian Federation
177,France,201603,817,Russian Federation
178,Ireland,201603,2423,Russian Federation
179,Italy,201603,1842,Russian Federation
180,Lithuania,201603,1162,Russian Federation
181,Poland,201603,363,Russian Federation
184,World,201604,4302,Russian Federation
185,France,201604,66,Russian Federation
186,Ireland,201604,1796,Russian Federation
187,Lithuania,201604,1982,Russian Federation
188,Poland,201604,458,Russian Federation
191,World,201605,3635,Russian Federation
192,France,201605,64,Russian Federation
193,Italy,201605,1945,Russian Federation
194,Lithuania,201605,1627,Russian Federation
197,World,201606,20836,Russian Federation
198,Hungary,201606,6997,Russian Federation
199,Ireland,201606,2520,Russian Federation
200,Italy,201606,4573,Russian Federation
201,Lithuania,201606,2940,Russian Federation
202,Poland,201606,3807,Russian Federation
203,World,201607,13774,Russian Federation
204,France,201607,401,Russian Federation
205,Hungary,201607,8332,Russian Federation
206,Ireland,201607,1014,Russian Federation
207,Italy,201607,1937,Russian Federation
208,Lithuania,201607,1774,Russian Federation
209,Poland,201607,316,Russian Federation
210,World,201608,17788,Russian Federation
211,France,201608,1161,Russian Federation
212,Hungary,201608,6820,Russian Federation
213,Ireland,201608,976,Russian Federation
214,Italy,201608,348,Russian Federation
215,Netherlands,201608,7995,Russian Federation
216,Poland,201608,488,Russian Federation
219,World,201609,230628,Russian Federation
220,France,201609,121,Russian Federation
221,Ireland,201609,1133,Russian Federation
222,Italy,201609,228270,Russian Federation
223,Lithuania,201609,1076,Russian Federation
224,Poland,201609,28,Russian Federation
228,World,201610,83506,Russian Federation
229,Hungary,201610,2749,Russian Federation
230,Ireland,201610,516,Russian Federation
231,Italy,201610,77012,Russian Federation
232,Lithuania,201610,2496,Russian Federation
233,Poland,201610,733,Russian Federation
234,World,201611,157482,Russian Federation
235,France,201611,9528,Russian Federation
236,Hungary,201611,758,Russian Federation
237,Italy,201611,143292,Russian Federation
238,Lithuania,201611,1897,Russian Federation
239,Netherlands,201611,720,Russian Federation
240,Poland,201611,1287,Russian Federation
241,World,201612,29754,Russian Federation
242,France,201612,9058,Russian Federation
243,Hungary,201612,1081,Russian Federation
244,Italy,201612,16278,Russian Federation
245,Lithuania,201612,1818,Russian Federation
246,Netherlands,201612,851,Russian Federation
247,Poland,201612,668,Russian Federation
0,World,201401,5624,Serbia
1,France,201401,84,Serbia
2,Ireland,201401,987,Serbia
3,Italy,201401,1308,Serbia
4,Lithuania,201401,2773,Serbia
5,Poland,201401,473,Serbia
6,World,201402,9564,Serbia
7,Ireland,201402,1636,Serbia
8,Italy,201402,2966,Serbia
9,Lithuania,201402,3450,Serbia
10,Poland,201402,1512,Serbia
11,World,201403,4987,Serbia
12,Lithuania,201403,4187,Serbia
13,Poland,201403,800,Serbia
14,World,201404,10823,Serbia
15,France,201404,90,Serbia
16,Ireland,201404,370,Serbia
17,Italy,201404,1898,Serbia
18,Lithuania,201404,3862,Serbia
19,Turkey,201404,4603,Serbia
20,World,201405,5773,Serbia
21,Ireland,201405,817,Serbia
22,Lithuania,201405,3785,Serbia
23,Poland,201405,1171,Serbia
24,World,201406,4449,Serbia
25,France,201406,90,Serbia
26,Ireland,201406,810,Serbia
27,Italy,201406,1993,Serbia
28,Poland,201406,1557,Serbia
29,World,201407,4758,Serbia
30,France,201407,1262,Serbia
31,Ireland,201407,399,Serbia
32,Lithuania,201407,2385,Serbia
33,Poland,201407,712,Serbia
34,World,201408,37410,Serbia
35,France,201408,1861,Serbia
36,Ireland,201408,1191,Serbia
37,Italy,201408,1336,Serbia
38,Lithuania,201408,3275,Serbia
39,Netherlands,201408,29014,Serbia
40,Poland,201408,733,Serbia
44,World,201409,182326,Serbia
45,France,201409,231,Serbia
46,Ireland,201409,986,Serbia
47,Italy,201409,147778,Serbia
48,Lithuania,201409,2493,Serbia
49,Netherlands,201409,29172,Serbia
50,Poland,201409,1665,Serbia
53,World,201410,197811,Serbia
54,France,201410,374,Serbia
55,Italy,201410,193005,Serbia
56,Lithuania,201410,3114,Serbia
57,Netherlands,201410,80,Serbia
58,Poland,201410,1237,Serbia
61,World,201411,233107,Serbia
62,France,201411,7060,Serbia
63,Ireland,201411,1541,Serbia
64,Italy,201411,209724,Serbia
65,Lithuania,201411,3304,Serbia
66,Netherlands,201411,9947,Serbia
67,Poland,201411,1532,Serbia
68,World,201412,9586,Serbia
69,France,201412,4786,Serbia
70,Ireland,201412,997,Serbia
71,Netherlands,201412,1671,Serbia
72,Poland,201412,2133,Serbia
76,World,201501,7889,Serbia
77,France,201501,275,Serbia
78,Ireland,201501,1237,Serbia
79,Italy,201501,1521,Serbia
80,Lithuania,201501,2561,Serbia
81,Netherlands,201501,1860,Serbia
82,Poland,201501,434,Serbia
83,World,201502,2484,Serbia
84,France,201502,254,Serbia
85,Ireland,201502,529,Serbia
86,Lithuania,201502,1018,Serbia
87,Poland,201502,684,Serbia
90,World,201503,5070,Serbia
91,France,201503,162,Serbia
92,Ireland,201503,852,Serbia
93,Italy,201503,1648,Serbia
94,Lithuania,201503,1553,Serbia
95,Poland,201503,855,Serbia
96,World,201504,5216,Serbia
97,France,201504,136,Serbia
98,Ireland,201504,2695,Serbia
99,Lithuania,201504,1445,Serbia
100,Poland,201504,940,Serbia
103,World,201505,4827,Serbia
104,France,201505,71,Serbia
105,Ireland,201505,978,Serbia
106,Lithuania,201505,3777,Serbia
109,World,201506,5950,Serbia
110,France,201506,84,Serbia
111,Ireland,201506,722,Serbia
112,Lithuania,201506,5144,Serbia
115,World,201507,4911,Serbia
116,France,201507,1339,Serbia
117,Ireland,201507,1308,Serbia
118,Lithuania,201507,2035,Serbia
119,Poland,201507,229,Serbia
122,World,201508,4343,Serbia
123,France,201508,1851,Serbia
124,Ireland,201508,1498,Serbia
125,Lithuania,201508,874,Serbia
126,Poland,201508,120,Serbia
129,World,201509,245795,Serbia
130,France,201509,462,Serbia
131,Ireland,201509,461,Serbia
132,Italy,201509,179349,Serbia
133,Lithuania,201509,4555,Serbia
134,Netherlands,201509,54628,Serbia
135,Poland,201509,453,Serbia
136,Turkey,201509,5888,Serbia
139,World,201510,224837,Serbia
140,France,201510,5666,Serbia
141,Ireland,201510,1198,Serbia
142,Italy,201510,217191,Serbia
143,Poland,201510,782,Serbia
146,World,201511,464713,Serbia
147,France,201511,2413,Serbia
148,Ireland,201511,774,Serbia
149,Italy,201511,456217,Serbia
150,Lithuania,201511,3243,Serbia
151,Netherlands,201511,291,Serbia
152,Poland,201511,1775,Serbia
155,World,201512,26496,Serbia
156,France,201512,3935,Serbia
157,Germany,201512,15990,Serbia
158,Ireland,201512,2634,Serbia
159,Lithuania,201512,1625,Serbia
160,Netherlands,201512,1121,Serbia
161,Poland,201512,1192,Serbia
162,World,201601,13681,Serbia
163,France,201601,236,Serbia
164,Ireland,201601,426,Serbia
165,Lithuania,201601,1947,Serbia
166,Poland,201601,128,Serbia
167,Turkey,201601,10943,Serbia
170,World,201602,5122,Serbia
171,France,201602,267,Serbia
172,Ireland,201602,479,Serbia
173,Italy,201602,842,Serbia
174,Lithuania,201602,2938,Serbia
175,Poland,201602,596,Serbia
176,World,201603,6607,Serbia
177,France,201603,817,Serbia
178,Ireland,201603,2423,Serbia
179,Italy,201603,1842,Serbia
180,Lithuania,201603,1162,Serbia
181,Poland,201603,363,Serbia
184,World,201604,4302,Serbia
185,France,201604,66,Serbia
186,Ireland,201604,1796,Serbia
187,Lithuania,201604,1982,Serbia
188,Poland,201604,458,Serbia
191,World,201605,3635,Serbia
192,France,201605,64,Serbia
193,Italy,201605,1945,Serbia
194,Lithuania,201605,1627,Serbia
197,World,201606,20836,Serbia
198,Hungary,201606,6997,Serbia
199,Ireland,201606,2520,Serbia
200,Italy,201606,4573,Serbia
201,Lithuania,201606,2940,Serbia
202,Poland,201606,3807,Serbia
203,World,201607,13774,Serbia
204,France,201607,401,Serbia
205,Hungary,201607,8332,Serbia
206,Ireland,201607,1014,Serbia
207,Italy,201607,1937,Serbia
208,Lithuania,201607,1774,Serbia
209,Poland,201607,316,Serbia
210,World,201608,17788,Serbia
211,France,201608,1161,Serbia
212,Hungary,201608,6820,Serbia
213,Ireland,201608,976,Serbia
214,Italy,201608,348,Serbia
215,Netherlands,201608,7995,Serbia
216,Poland,201608,488,Serbia
219,World,201609,230628,Serbia
220,France,201609,121,Serbia
221,Ireland,201609,1133,Serbia
222,Italy,201609,228270,Serbia
223,Lithuania,201609,1076,Serbia
224,Poland,201609,28,Serbia
228,World,201610,83506,Serbia
229,Hungary,201610,2749,Serbia
230,Ireland,201610,516,Serbia
231,Italy,201610,77012,Serbia
232,Lithuania,201610,2496,Serbia
233,Poland,201610,733,Serbia
234,World,201611,157482,Serbia
235,France,201611,9528,Serbia
236,Hungary,201611,758,Serbia
237,Italy,201611,143292,Serbia
238,Lithuania,201611,1897,Serbia
239,Netherlands,201611,720,Serbia
240,Poland,201611,1287,Serbia
241,World,201612,29754,Serbia
242,France,201612,9058,Serbia
243,Hungary,201612,1081,Serbia
244,Italy,201612,16278,Serbia
245,Lithuania,201612,1818,Serbia
246,Netherlands,201612,851,Serbia
247,Poland,201612,668,Serbia
0,World,201401,5624,Slovakia
1,France,201401,84,Slovakia
2,Ireland,201401,987,Slovakia
3,Italy,201401,1308,Slovakia
4,Lithuania,201401,2773,Slovakia
5,Poland,201401,473,Slovakia
6,World,201402,9564,Slovakia
7,Ireland,201402,1636,Slovakia
8,Italy,201402,2966,Slovakia
9,Lithuania,201402,3450,Slovakia
10,Poland,201402,1512,Slovakia
11,World,201403,4987,Slovakia
12,Lithuania,201403,4187,Slovakia
13,Poland,201403,800,Slovakia
14,World,201404,10823,Slovakia
15,France,201404,90,Slovakia
16,Ireland,201404,370,Slovakia
17,Italy,201404,1898,Slovakia
18,Lithuania,201404,3862,Slovakia
19,Turkey,201404,4603,Slovakia
20,World,201405,5773,Slovakia
21,Ireland,201405,817,Slovakia
22,Lithuania,201405,3785,Slovakia
23,Poland,201405,1171,Slovakia
24,World,201406,4449,Slovakia
25,France,201406,90,Slovakia
26,Ireland,201406,810,Slovakia
27,Italy,201406,1993,Slovakia
28,Poland,201406,1557,Slovakia
29,World,201407,4758,Slovakia
30,France,201407,1262,Slovakia
31,Ireland,201407,399,Slovakia
32,Lithuania,201407,2385,Slovakia
33,Poland,201407,712,Slovakia
34,World,201408,37410,Slovakia
35,France,201408,1861,Slovakia
36,Ireland,201408,1191,Slovakia
37,Italy,201408,1336,Slovakia
38,Lithuania,201408,3275,Slovakia
39,Netherlands,201408,29014,Slovakia
40,Poland,201408,733,Slovakia
44,World,201409,182326,Slovakia
45,France,201409,231,Slovakia
46,Ireland,201409,986,Slovakia
47,Italy,201409,147778,Slovakia
48,Lithuania,201409,2493,Slovakia
49,Netherlands,201409,29172,Slovakia
50,Poland,201409,1665,Slovakia
53,World,201410,197811,Slovakia
54,France,201410,374,Slovakia
55,Italy,201410,193005,Slovakia
56,Lithuania,201410,3114,Slovakia
57,Netherlands,201410,80,Slovakia
58,Poland,201410,1237,Slovakia
61,World,201411,233107,Slovakia
62,France,201411,7060,Slovakia
63,Ireland,201411,1541,Slovakia
64,Italy,201411,209724,Slovakia
65,Lithuania,201411,3304,Slovakia
66,Netherlands,201411,9947,Slovakia
67,Poland,201411,1532,Slovakia
68,World,201412,9586,Slovakia
69,France,201412,4786,Slovakia
70,Ireland,201412,997,Slovakia
71,Netherlands,201412,1671,Slovakia
72,Poland,201412,2133,Slovakia
76,World,201501,7889,Slovakia
77,France,201501,275,Slovakia
78,Ireland,201501,1237,Slovakia
79,Italy,201501,1521,Slovakia
80,Lithuania,201501,2561,Slovakia
81,Netherlands,201501,1860,Slovakia
82,Poland,201501,434,Slovakia
83,World,201502,2484,Slovakia
84,France,201502,254,Slovakia
85,Ireland,201502,529,Slovakia
86,Lithuania,201502,1018,Slovakia
87,Poland,201502,684,Slovakia
90,World,201503,5070,Slovakia
91,France,201503,162,Slovakia
92,Ireland,201503,852,Slovakia
93,Italy,201503,1648,Slovakia
94,Lithuania,201503,1553,Slovakia
95,Poland,201503,855,Slovakia
96,World,201504,5216,Slovakia
97,France,201504,136,Slovakia
98,Ireland,201504,2695,Slovakia
99,Lithuania,201504,1445,Slovakia
100,Poland,201504,940,Slovakia
103,World,201505,4827,Slovakia
104,France,201505,71,Slovakia
105,Ireland,201505,978,Slovakia
106,Lithuania,201505,3777,Slovakia
109,World,201506,5950,Slovakia
110,France,201506,84,Slovakia
111,Ireland,201506,722,Slovakia
112,Lithuania,201506,5144,Slovakia
115,World,201507,4911,Slovakia
116,France,201507,1339,Slovakia
117,Ireland,201507,1308,Slovakia
118,Lithuania,201507,2035,Slovakia
119,Poland,201507,229,Slovakia
122,World,201508,4343,Slovakia
123,France,201508,1851,Slovakia
124,Ireland,201508,1498,Slovakia
125,Lithuania,201508,874,Slovakia
126,Poland,201508,120,Slovakia
129,World,201509,245795,Slovakia
130,France,201509,462,Slovakia
131,Ireland,201509,461,Slovakia
132,Italy,201509,179349,Slovakia
133,Lithuania,201509,4555,Slovakia
134,Netherlands,201509,54628,Slovakia
135,Poland,201509,453,Slovakia
136,Turkey,201509,5888,Slovakia
139,World,201510,224837,Slovakia
140,France,201510,5666,Slovakia
141,Ireland,201510,1198,Slovakia
142,Italy,201510,217191,Slovakia
143,Poland,201510,782,Slovakia
146,World,201511,464713,Slovakia
147,France,201511,2413,Slovakia
148,Ireland,201511,774,Slovakia
149,Italy,201511,456217,Slovakia
150,Lithuania,201511,3243,Slovakia
151,Netherlands,201511,291,Slovakia
152,Poland,201511,1775,Slovakia
155,World,201512,26496,Slovakia
156,France,201512,3935,Slovakia
157,Germany,201512,15990,Slovakia
158,Ireland,201512,2634,Slovakia
159,Lithuania,201512,1625,Slovakia
160,Netherlands,201512,1121,Slovakia
161,Poland,201512,1192,Slovakia
162,World,201601,13681,Slovakia
163,France,201601,236,Slovakia
164,Ireland,201601,426,Slovakia
165,Lithuania,201601,1947,Slovakia
166,Poland,201601,128,Slovakia
167,Turkey,201601,10943,Slovakia
170,World,201602,5122,Slovakia
171,France,201602,267,Slovakia
172,Ireland,201602,479,Slovakia
173,Italy,201602,842,Slovakia
174,Lithuania,201602,2938,Slovakia
175,Poland,201602,596,Slovakia
176,World,201603,6607,Slovakia
177,France,201603,817,Slovakia
178,Ireland,201603,2423,Slovakia
179,Italy,201603,1842,Slovakia
180,Lithuania,201603,1162,Slovakia
181,Poland,201603,363,Slovakia
184,World,201604,4302,Slovakia
185,France,201604,66,Slovakia
186,Ireland,201604,1796,Slovakia
187,Lithuania,201604,1982,Slovakia
188,Poland,201604,458,Slovakia
191,World,201605,3635,Slovakia
192,France,201605,64,Slovakia
193,Italy,201605,1945,Slovakia
194,Lithuania,201605,1627,Slovakia
197,World,201606,20836,Slovakia
198,Hungary,201606,6997,Slovakia
199,Ireland,201606,2520,Slovakia
200,Italy,201606,4573,Slovakia
201,Lithuania,201606,2940,Slovakia
202,Poland,201606,3807,Slovakia
203,World,201607,13774,Slovakia
204,France,201607,401,Slovakia
205,Hungary,201607,8332,Slovakia
206,Ireland,201607,1014,Slovakia
207,Italy,201607,1937,Slovakia
208,Lithuania,201607,1774,Slovakia
209,Poland,201607,316,Slovakia
210,World,201608,17788,Slovakia
211,France,201608,1161,Slovakia
212,Hungary,201608,6820,Slovakia
213,Ireland,201608,976,Slovakia
214,Italy,201608,348,Slovakia
215,Netherlands,201608,7995,Slovakia
216,Poland,201608,488,Slovakia
219,World,201609,230628,Slovakia
220,France,201609,121,Slovakia
