"","commoditycode","parent","description"
"12405","84769000","847690","Parts of automatic goods-vending machines, incl. money changing machines, n.e.s."
"12406","84769010","847690","Parts of money-changing machines, n.e.s."
"12407","84769090","847690","Parts of automatic goods-vending machines, n.e.s. (excl. of money-changing machines)"
"12408","8477","84","Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this chapter, parts thereof"
"12409","84771000","8477","Injection-moulding machines for working rubber or plastics"
"12410","84772000","8477","Extruders for working rubber or plastics"
"12411","84773000","8477","Blow-moulding machines for working rubber or plastics"
"12412","84774000","8477","Vacuum-moulding machines and other thermoforming machines for working rubber or plastics"
"12413","84775100","8477","Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes of rubber or plastics"
"12414","847759","8477","Machinery for moulding or otherwise forming products from rubber or plastics (excl. injection-moulding machines, extruders, blow-moulding machines, vacuum-moulding and other thermoforming machines; machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes)"
"12415","84775910","847759","Presses for moulding or otherwise forming products from rubber or plastics (excl. injection-moulding machines, extruders, thermoforming machines and machinery for moulding or retreading pneumatic tyres)"
"12416","84775980","847759","Machinery for moulding or otherwise forming products from rubber or plastics (excl. injection-moulding machines, extruders, blow-moulding machines, vacuum-moulding and other thermoforming machines; machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes; other presses; machines for the manufacture of semiconductor devices or of electronic integrated circuits))"
"12417","847780","8477","Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this chapter"
"12418","84778011","847780","Machines for processing reactive resins"
"12419","84778019","847780","Machines for the manufacture of foam products (excl. for processing reactive resins)"
"12420","84778091","847780","Size reduction equipment for working rubber or plastics"
"12421","84778093","847780","Mixers, kneaders and agitators, for preparing rubber or plastics"
"12422","84778095","847780","Cutting, splitting and peeling machines for working rubber or plastics or for the manufacture of products from these materials"
"12423","84778099","847780","Machinery for working rubber or plastics or for the manufacture of products from these materials, n.e.s."
"12424","847790","8477","Parts of machinery for working rubber or plastics or for the manufacture of products from these materials, n.e.s."
"12425","84779010","847790","Parts of machinery for working rubber or plastics or for the manufacture of products from these materials of subheading 8477.10.00 to 8477.80.99, n.e.s., of cast iron or cast steel (excl. parts of machines for the manufacture of semiconductor devices or of electronic integrated circuits)"
"12426","84779080","847790","Parts of machinery for working rubber or plastics or for the manufacture of products from these materials of subheading 8477.10.00 to 8477.80.99, n.e.s. (excl. parts of machines for the manufacture of semiconductor devices or of electronic integrated circuits, and of cast iron or cast steel)"
"12427","8478","84","Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter; parts thereof"
"12428","84781000","8478","Machinery for preparing or making up tobacco (excl. dryers and other heating equipment, centrifuges and filter presses)"
"12429","84789000","8478","Parts of machinery for preparing or making up tobacco, n.e.s."
"12430","8479","84","Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter; parts thereof"
"12431","84791000","8479","Machinery for public works, building or the like, n.e.s."
"12432","84792000","8479","Machinery for the extraction or preparation of animal or fixed vegetable fats or oils (other than centrifuges, filters and heating appliances)"
"12433","847930","8479","Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork (excl. dryers, spray guns and the like and machine tools)"
"12434","84793010","847930","Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials or for treating wood or cork (excl. machine tools of heading 8465)"
"12435","84793090","847930","Machinery for treating wood or cork (excl. dryers, spray guns and the like, machine tools and presses for the manufacture of particle board or fibre building board)"
"12436","84794000","8479","Rope or cable-making machines (excl. twisting machines of the type used in spinning mills)"
"12437","84795000","8479","Industrial robots, n.e.s."
"12438","84796000","8479","Evaporative air coolers, n.e.s."
"12439","84797100","8479","Passenger boarding bridges, of a kind used in airports"
"12440","84797900","8479","Passenger boarding bridges (excl. of a kind used in airports)"
"12441","84798100","8479","Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, furnaces, dryers, spray guns and the like, high-pressure cleaning equipment and other jet cleaners, rolling millls or machines, machine tools and rope or cable-making machines)"
"12442","84798200","8479","Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines, n.e.s. (excl. industrial robots)"
"12443","847989","8479","Machines and mechanical appliances, n.e.s."
"12444","84798930","847989","Mobile hydraulic powered mine roof supports"
"12445","84798960","847989","Central greasing systems"
"12446","84798970","847989","Automated electronic component placement machines of a kind used solely or principally for the manufacture of printed circuit assemblies"
"12447","84798991","847989","M/C FOR GLAZING AND DECORATING CERAMIC PRODUCTS"
"12448","84798997","847989","Machines, apparatus and mechanical appliances, n.e.s."
"12449","847990","8479","Parts of machines and mechanical appliances, n.e.s."
"12450","84799015","847990","Parts of automated electronic component placement machines of a kind used solely or principally for the manufacture of printed circuit assemblies"
"12451","84799020","847990","Parts of machines and mechanical appliances having individual functions, of cast iron or cast steel, n.e.s."
"12452","84799070","847990","Parts of machines and mechanical appliances having individual functions, n.e.s. (excl. of cast iron or cast steel)"
"12453","84799080","847990","Parts of machines and mechanical appliances having individual functions, n.e.s. (excl. of cast iron or cas..."
"12454","8480","84","Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics (excl. moulds of graphite or other carbons, ceramic or glass moulds and linotype moulds or matrices)"
"12455","84801000","8480","Moulding boxes for metal foundry"
"12456","84802000","8480","Mould bases (other than of graphite or other carbon, ceramic meterials or glass)"
"12457","848030","8480","Moulding patterns (excl. moulds of graphite or other carbons and ceramic or glass moulds)"
"12458","84803010","848030","Moulding patterns of wood"
"12459","84803090","848030","Moulding patterns (excl. moulding patterns of graphite or other carbons and ceramic, glass or wooden moulding patterns)"
"12460","84804100","8480","Injection or compression-type moulds for metal or metal carbides (excl. moulds of graphite or other carbons and ceramic or glass moulds)"
"12461","84804900","8480","Moulds for metal or metal carbides (excl. moulds of graphite or other carbons, ceramic or glass moulds, linotype moulds or matrices, injection or compression-type moulds and ingot moulds)"
"12462","84805000","8480","Moulds for glass (excl. moulds of graphite or other carbons and ceramic moulds)"
"12463","84806000","8480","Moulds for mineral materials (excl. moulds of graphite or other carbons, ceramic or glass moulds)"
"12464","84806010","8480","MOULDS FOR MINERAL MATERIALS,COMPRESSION TYPE"
"12465","84806090","8480","MOULDS FOR MINERAL MATERIALS O/T COMPRESSION TYPES"
"12466","84807100","8480","Injection or compression-type moulds for rubber or plastics"
"12467","84807900","8480","Moulds for rubber or plastics (other than injection or compression types)"
"12468","8481","84","Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, incl. pressure-reducing valves and thermostatically controlled valves; parts thereof"
"12469","848110","8481","Pressure-reducing valves"
"12470","84811005","848110","Pressure-reducing valves combined with filters or lubricators"
"12471","84811019","848110","Pressure-reducing valves of cast iron or steel (not combined with filters or lubricators)"
"12472","84811099","848110","Pressure-reducing valves of base metal (not combined with filters or lubricators)"
"12473","848120","8481","Valves for oleohydraulic or pneumatic transmission"
"12474","84812010","848120","Valves for the control of oleohydraulic power transmission"
"12475","84812090","848120","Valves for the control of pneumatic power transmission"
"12476","848130","8481","Check ""non-return"" valves for pipes, boiler shells, tanks, vats or the like"
"12477","84813091","848130","Check ""non-return"" valves for pipes, boiler shells, tanks, vats or the like, of cast iron or steel"
"12478","84813099","848130","Check ""non-return"" valves for pipes, boiler shells, tanks, vats or the like (excl. those of cast iron or steel)"
"12479","848140","8481","Safety or relief valves"
"12480","84814010","848140","Safety or relief valves of cast iron or steel"
"12481","84814090","848140","Safety or relief valves (excl. those of cast iron or steel)"
"12482","848180","8481","Appliances for pipes, boiler shells, tanks, vats or the like (excl. pressure-reducing valves, valves for the control of pneumatic power transmission, check ""non-return"" valves and safety or relief valves)"
"12483","84818011","848180","Mixing valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures"
"12484","84818019","848180","Taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures (excl. mixing valves)"
"12485","84818031","848180","Thermostatic valves for central heating radiators"
"12486","84818051","848180","Temperature regulators (excl. thermostatic valves for central heating radiators)"
"12487","84818059","848180","Process control valves (excl. temperature regulators, pressure-reducing valves, valves for the control of oleohydraulic or pneumatic power transmission, check valves and safety or relief valves, taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures and central heating radiator valves)"
"12488","84818061","848180","Gate valves of cast iron for pipes, boiler shells, tanks, vats or the like (excl. taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures and central heating radiator valves)"
"12489","84818063","848180","Gate valves of steel for pipes, boiler shells, tanks, vats or the like (excl. taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures and central heating radiator valves)"
"12490","84818069","848180","Gate valves for pipes, boiler shells, tanks, vats or the like (excl. of cast iron or steel, and taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures and central heating radiator valves)"
"12491","84818071","848180","Globe valves of cast iron (excl. temperature regulators, pressure-reducing valves, valves for the control of oleohydraulic or pneumatic power transmission, check valves and safety or relief valves, process control valves, taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures, and central heating radiator valves)"
"12492","84818073","848180","Globe valves of steel (excl. temperature regulators, pressure-reducing valves, valves for the control of oleohydraulic or pneumatic power transmission, check valves and safety or relief valves, process control valves, taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures, and central heating radiator valves)"
"12493","84818079","848180","Globe valves (excl. valves of cast iron or steel, temperature regulators, pressure-reducing valves, valves for the control of oleohydraulic or pneumatic power transmission, check valves and safety or relief valves, process control valves, taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures, and central heating radiator valves)"
"12494","84818081","848180","Ball and plug valves for pipes, boiler shells, tanks, vats or the like (excl. taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures, and central heating radiator valves)"
"12495","84818085","848180","Butterfly valves for pipes, boiler shells, tanks, vats or the like (excl. check valves)"
"12496","84818087","848180","Diaphragm valves for pipes, boiler shells, tanks, vats or the like"
"12497","84818099","848180","Appliances for pipes, boiler shells, tanks, vats or the like (excl. pressure-reducing valves, valves for the control of pneumatic power transmission, check ""non-return"" valves, safety or relief valves, taps, cocks and valves for sinks, baths and similar fixtures, central heating radiator valves, valves for pneumatic tyres and inner-tubes, process control valves, globe valves, gate valves, ball and plug valves, butterfly valves and diaphragm valves)"
"12498","84819000","8481","Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s."
"12499","8482","84","Ball or roller bearings (excl. steel balls of heading 7326); parts thereof"
"12500","848210","8482","Ball bearings"
"12501","84821010","848210","Ball bearings with greatest external diameter <= 30 mm"
"12502","84821090","848210","Ball bearings with greatest external diameter > 30 mm"
"12503","84822000","8482","Tapered roller bearings, incl. cone and tapered roller assemblies"
"12504","84823000","8482","Spherical roller bearings"
"12505","84824000","8482","Needle roller bearings"
"12506","84825000","8482","Cylindrical roller bearings (excl. needle roller bearings)"
"12507","84828000","8482","Roller bearings, incl. combined ball-roller bearings (excl. ball bearings, tapered roller bearings, incl. cone and tapered roller assemblies, spherical roller bearings, needle and cylindrical roller bearings)"
"12508","848291","8482","Balls, needles and rollers for bearings (excl. steel balls of heading 7326)"
"12509","84829110","848291","Tapered rollers for bearings"
"12510","84829190","848291","Balls, needles and rollers for bearings (excl. tapered rollers and steel balls of heading 7326)"
"12511","84829900","8482","Parts of ball or roller bearings (excl. balls, needles and rollers), n.e.s."
"12512","8483","84","Transmission shafts, incl. camshafts and crankshafts, and cranks; bearing housings and plain shaft bearings for machines; gears and gearing; ball or roller screws, gear boxes and other speed changers, incl. torque converters; flywheels and pulleys, incl. pulley blocks, clutches and shaft couplings, incl. universal joints; parts thereof"
"12513","848310","8483","Transmission shafts, incl. cam shafts and crank shafts, and cranks"
"12514","84831021","848310","Cranks and crank shafts, of cast iron or cast steel"
"12515","84831025","848310","Cranks and crank shafts, of open-die forged steel"
"12516","84831029","848310","Cranks and crank shafts (excl. of open-die forged steel or cast iron or cast steel)"
"12517","84831050","848310","Articulated shafts"
"12518","84831095","848310","Main shafts or driving shafts, counter shafts, cam shafts, eccentric shafts and other transmission shafts (excl. cranks, crank shafts and articulated shafts)"
"12519","84832000","8483","Bearing housings, incorporating ball or roller bearings, for machinery"
"12520","84832010","8483","BEARING HOUSINGS INCORP BALL OR ROLLER BEARINGS OF A KINDUSED IN AIRCRAFT OR SPACECRAFT"
"12521","84832090","8483","BEARING HOUSINGS INCORP BALL OR ROLLER BEARINGS O/T OF A KINDUSED IN AIRCRAFT OR SPACECRAFT"
"12522","848330","8483","Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings for machinery"
"12523","84833032","848330","Bearing housings for machinery, for ball or roller bearings"
"12524","84833038","848330","Bearing housings not incorporating ball or roller bearings, for machinery and plain shaft bearings (excl. those  for ball or roller bearings)"
"12525","84833080","848330","Plain shaft bearings for machinery"
"12526","848340","8483","Gears and gearing for machinery (excl. toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, incl. torque converters"
"12527","84834021","848340","Spur and helical gears and gearing, for machinery (excl. friction gears, gear boxes and other speed changers)"
"12528","84834023","848340","Bevel and bevel-spur gears and gearing, for machinery (excl. friction gears, gear boxes and other speed changers)"
"12529","84834025","848340","Worm gear for machinery (excl. friction gears, gear boxes and other speed changers)"
"12530","84834029","848340","Gears and gearing, for machinery (excl. friction gears, spur, helical, bevel, bevel-spur gears and gearing and worm gear, gear boxes and other speed changers)"
"12531","84834059","848340","Speed changers, incl. torque converters, for machinery (excl. gear boxes)"
"12532","84834090","848340","Gears and gearing, for machinery (excl. ball or roller screws and gears and gearing in general, and toothed wheels, chain sprockets and other transmission elements presented separately)"
"12533","848350","8483","Flywheels and pulleys, incl. pulley blocks"
"12534","84835020","848350","Flywheels and pulleys, incl. pulley blocks, of cast iron or cast steel"
"12535","84835080","848350","Flywheels and pulleys, incl. pulley blocks (excl. of cast iron or cast steel)"
"12536","848360","8483","Clutches and shaft couplings, incl. universal joints, for machinery"
"12537","84836020","848360","Clutches and shaft couplings, incl. universal joints, of cast iron or cast steel"
"12538","84836080","848360","Clutches and shaft couplings, incl. universal joints (excl. of cast iron or cast steel)"
"12539","848390","8483","Toothed wheels, chain sprockets and other transmission elements presented separately; parts of transmission shafts, ball screws, couplings and other articles of heading 8483, n.e.s."
"12540","84839020","848390","Parts of bearing housings, n.e.s."
"12541","84839081","848390","Toothed wheels, chain sprockets and other transmission elements presented separately and parts of transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing, ball or roller screws, gear boxes and other speed changers, flywheels and pulleys, clutches and shaft couplings, of cast iron or cast steel, n.e.s."
"12542","84839089","848390","Toothed wheels, chain sprockets and other transmission elements presented separately and parts of transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing, ball or roller screws, gear boxes and other speed changers, flywheels and pulleys, clutches and shaft couplings, n.e.s. (excl. of cast iron or cast steel)"
"12543","8484","84","Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals"
"12544","84841000","8484","Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal"
"12545","84842000","8484","Mechanical seals"
"12546","84849000","8484","Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings"
"12547","8486","84","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9 C to chapter 84; parts and accessories, n.e.s."
"12548","84861000","8486","Machines and apparatus for the manufacture of boules or wafers"
"12549","84862000","8486","Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits"
"12550","84862010","8486","Machine tools for working any material by removal of material, operated by ultrasonic processes, for the m..."
"12551","84862090","8486","Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits (..."
"12552","84863000","8486","Machines and apparatus for the manufacture of flat panel displays"
"12553","84863010","8486","Apparatus for chemical vapour deposition on liquid crystal devices ""LCD"" substrates, for the manufacture o..."
"12554","84863030","8486","Apparatus for dry-etching patterns on liquid cristal devices ""LCD"" substrates, for the manufacture of flat..."
"12555","84863050","8486","Apparatus for physical deposition by sputtering on liquid cristal devices ""LCD"" substrates, for the manufa..."
"12556","84863090","8486","Machines and apparatus for the manufacture of flat panel displays (excl. apparatus for chemical vapour dep..."
"12557","84864000","8486","Machines and apparatus specified in Note 9 C to chapter 84"
"12558","84869000","8486","Parts and accessories for machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays, and for machines and apparatus specified in note 9 C to chapter 84, n.e.s."
"12559","84869010","8486","Tool holders, self-opening dieheads and workholders of a kind used solely or principally for the manufactu..."
"12560","84869020","8486","Parts of spinners for coating photographic emulsions on liquid crystal devices ""LCD"" substrates, n.e.s."
"12561","84869030","8486","Parts of deflash machines for cleaning the metal leads of semiconductor packages prior to the electroplati..."
"12562","84869040","8486","Parts of apparatus for physical deposition by sputtering on liquid crystal devices ""LCD"" substrates, n.e.s."
"12563","84869050","8486","Parts and accessories for apparatus for dry-etching patterns on liquid crystal devices ""LCD"" substrates, n..."
"12564","84869060","8486","Parts and accessories for apparatus for chemical vapour deposition on liquid crystal devices ""LCD"" substra..."
"12565","84869070","8486","Parts and accessories for machine-tools operated by ultrasonic processes, n.e.s."
"12566","84869090","8486","Parts and accessories for machines and apparatus of a kind used solely or principally for the manufacture ..."
"12567","8487","84","Machinery parts, n.e.s. in chapter 84 (excl. parts containing electrical connectors, insulators, coils, contacts or other electrical features)"
"12568","848710","8487","Ships' or boats' propellers and blades therefor"
"12569","84871010","848710","Ships' or boats' propellers and blades therefor, of bronze"
"12570","84871090","848710","Ships' or boats' propellers and blades therefor (excl. those of bronze)"
"12571","848790","8487","Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s."
"12572","84879010","848790","Parts of machinery of chapter 84, not intended for a specific purpose, of non-malleable cast iron, n.e.s."
"12573","84879030","848790","Parts of machinery of chapter 84, not intended for a specific purpose, of malleable cast iron, n.e.s."
"12574","84879040","848790","Parts of machinery of chapter 84, not intended for a specific purpose, of cast iron, n.e.s."
"12575","84879051","848790","Parts of machinery of chapter 84, not intended for a specific purpose, of cast steel, n.e.s."
"12576","84879053","848790","Parts of machinery of chapter 84, not intended for a specific purpose, of open-die forged iron or steel, n..."
"12577","84879055","848790","Parts of machinery of chapter 84, not intended for a specific purpose, of closed-die forged iron or steel,..."
"12578","84879057","848790","Parts of machinery of chapter 84, not intended for a specific purpose, of open-die forged or closed-die forged iron or steel, n.e.s."
"12579","84879059","848790","Parts of machinery of chapter 84, not intended for a specific purpose, of iron or steel, n.e.s. (other than cast, open-die or closed-die forged)"
"12580","84879090","848790","Machinery parts of chapter 84, not intended for a specific purpose, n.e.s."
"12581","85","XVI","ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES"
"12582","8501","85","Electric motors and generators (excl. generating sets)"
"12583","850110","8501","Motors of an output <= 37,5 W"
"12584","85011010","850110","Synchronous motors of an output <= 18 W"
"12585","85011091","850110","Universal AC-DC motors of an output <= 37,5 W"
"12586","85011093","850110","AC motors of an output <= 37,5 W (excl. synchronous motors of an output <= 18 W)"
"12587","85011099","850110","DC motors of an output <= 37,5 W"
"12588","85012000","8501","Universal AC-DC motors of an output > 37,5 W"
"12589","85013100","8501","DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W"
"12590","85013200","8501","DC motors and DC generators of an output > 750 W but <= 75 kW"
"12591","85013220","8501","ELECTRIC MOTORS AND GENERATORS..OF AN OUTPUT EXCEEDING 750WBUT NOT EXCEEDING 7.5KW"
"12592","85013280","8501","ELECTRIC MOTORS AND GENERATORS...OF AN OUTPUT EXCEEDING7.5KW BUT NOT EXCEEDING 75KW"
"12593","85013300","8501","DC motors and DC generators of an output > 75 kW but <= 375 kW"
"12594","85013400","8501","DC motors and DC generators of an output > 375 kW"
"12595","85013450","8501","TRACTION MOTORS OF AN OUTPUT EXCEEDING 375KW"
"12596","85013492","8501","ELECTRIC MOTORS AND GENERATORS...EXCEEDING 375KW BUT NOTEXCEEDING 750KW"
"12597","85013498","8501","ELECTRIC MOTORS AND GENERATORS...EXCEEDING 750KW"
"12598","850140","8501","AC motors, single-phase, of an output > 37,5 W"
"12599","85014020","850140","AC motors, single phase, of an output of > 37,5 W but <= 750 W"
"12600","85014080","850140","AC motors, single phase, of an output of > 750 W"
"12601","85015100","8501","AC motors, multi-phase, of an output > 37,5 W but <= 750 W"
"12602","850152","8501","AC motors, multi-phase, of an output > 750 W but <= 75 kW"
"12603","85015220","850152","AC motors, multi-phase, of an output > 750 W but <= 7,5 kW"
"12604","85015230","850152","AC motors, multi-phase, of an output > 7,5 kW but <= 37 kW"
"12605","85015290","850152","AC motors, multi-phase, of an output > 37 kW but <= 75 kW"
"12606","850153","8501","AC motors, multi-phase, of an output > 75 kW"
"12607","85015350","850153","AC traction motors, multi-phase, of an output > 75 kW"
"12608","85015381","850153","AC motors, multi-phase, of an output of > 75 kW but <= 375 kW (excl. traction motors)"
"12609","85015394","850153","AC motors, multi-phase, of an output of > 375 kW but <= 750 kW (excl. traction motors)"
"12610","85015399","850153","AC motors, multi-phase, of an output > 750 kW (excl. traction motors)"
"12611","850161","8501","AC generators ""alternators"", of an output <= 75 kVA"
"12612","85016120","850161","AC generators ""alternators"", of an output <= 7,5 kVA"
"12613","85016180","850161","AC generators ""alternators"", of an output > 7,5 kVA but <= 75 kVA"
"12614","85016200","8501","AC generators ""alternators"", of an output > 75 kVA but <= 375 kVA"
"12615","85016300","8501","AC generators ""alternators"", of an output > 375 kVA but <= 750 kVA"
"12616","85016400","8501","AC generators ""alternators"", of an output > 750 kVA"
"12617","8502","85","Electric generating sets and rotary converters"
"12618","850211","8502","Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output <= 75 kVA"
"12619","85021120","850211","Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output <= 7,5 kVA"
"12620","85021180","850211","Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 7,5 kVA but <= 75 kVA"
"12621","85021200","8502","Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 75 kVA but <= 375 kVA"
"12622","850213","8502","Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 375 kVA"
"12623","85021320","850213","Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 375 kVA but <= 750 kVA"
"12624","85021340","850213","Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 750 kVA but <= 2.000 kVA"
"12625","85021380","850213","Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 2.000 kVA"
"12626","850220","8502","Generating sets with spark-ignition internal combustion piston engine"
"12627","85022020","850220","Generating sets with spark-ignition internal combustion piston engine, of an output <= 7,5 kVA"
"12628","85022040","850220","Generating sets with spark-ignition internal combustion piston engine, of an output > 7,5 kVA but <= 375 kVA"
"12629","85022060","850220","Generating sets with spark-ignition internal combustion piston engine, of an output > 375 kVA but <= 750 kVA"
"12630","85022080","850220","Generating sets with spark-ignition internal combustion piston engine, of an output > 750 kVA"
"12631","85023100","8502","Generating sets, wind-powered"
"12632","850239","8502","Generating sets (excl. wind-powered and powered by spark-ignition internal combustion piston engine)"
"12633","85023920","850239","Turbogenerators"
"12634","85023980","850239","Generating sets, non-wind-powered and non-powered by spark-ignition internal combustion piston engine (excl. turbogenerators)"
"12635","85024000","8502","Electric rotary converters"
"12636","850300","85","Parts suitable for use solely or principally with electric motors and generators, electric generating sets and rotary converters, n.e.s."
"12637","85030010","850300","Non-magnetic retaining rings for electric motors and electric generating sets"
"12638","85030091","850300","Parts suitable for use solely or principally with electric motors and generators, electric generating sets and rotary converters, n.e.s., of cast iron or cast steel"
"12639","85030099","850300","Parts suitable for use solely or principally with electric motors and generators, electric generating sets and rotary converters, n.e.s. (excl. non-magnetic retaining rings and of cast iron or cast steel)"
"12640","8504","85","Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof"
"12641","850410","8504","Ballasts for discharge lamps or tubes"
"12642","85041020","850410","Inductors, whether or not connected with a capacitor"
"12643","85041080","850410","Ballasts for discharge lamps or tubes (excl. inductors, whether or not connected with a capacitor)"
"12644","85042100","8504","Liquid dielectric transformers, having a power handling capacity <= 650 kVA"
"12645","850422","8504","Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA"
"12646","85042210","850422","Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 1.600 kVA"
"12647","85042290","850422","Liquid dielectric transformers, having a power handling capacity > 1.600 kVA but <= 10.000 kVA"
"12648","85042300","8504","Liquid dielectric transformers, having a power handling capacity > 10.000 kVA"
"12649","850431","8504","Transformers having a power handling capacity <= 1 kVA (excl. liquid dielectric transformers)"
"12650","85043121","850431","Measuring transformers for voltage measurement, having a power handling capacity <= 1 kVA"
"12651","85043129","850431","Measuring transformers having a power handling capacity <= 1 kVA (other than for voltage measurement)"
"12652","85043180","850431","Transformers having a power handling capacity <= 1 kVA (excl. liquid dielectric transformers)"
"12653","85043200","8504","Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excl. liquid dielectric transformers)"
"12654","85043220","8504","ELECTRICAL TRANSFORMERS..POWER HANDLING CAPACITY EXCEEDING IKVA NOT EXCEEDING 16KVA...MEASURING TRANSFORMERS"
"12655","85043280","8504","ELECTRICAL TRANSFORMERS..A POWER HANDLING CAPACITY EXCEEDING1KVA BUT NOT EXCEEDING 16KVA.....OTHER"
"12656","85043300","8504","Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excl. liquid dielectric transformers)"
"12657","85043400","8504","Transformers having a power handling capacity > 500 kVA (excl. liquid dielectric transformers)"
"12658","850440","8504","Static converters"
"12659","85044030","850440","Static converters of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof"
"12660","85044040","850440","STATIC CONVERTORS...POLYCRYSTALLINE SEMICONDUCTOR RECTIFIERS"
"12661","85044055","850440","Accumulator chargers (excl. of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof, and polycrystalline semiconductor rectifiers)"
"12662","85044081","850440","RECTIFIERS"
"12663","85044082","850440","Rectifiers (excl. of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof)"
"12664","85044084","850440","Inverters having power handling capacity <= 7,5 kVA (excl. of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof)"
"12665","85044088","850440","Inverters having power handling capacity > 7,5 kVA (excl. of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof)"
"12666","85044090","850440","Static converters (excl. of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof, battery chargers, polycrystalline semiconductor and other rectifiers, and a.c. converters)"
"12667","850450","8504","Inductors (excl. inductors for discharge lamps or tubes)"
"12668","85045020","850450","Inductors of a kind used with telecommunication apparatus and for power supplies for automatic data-processing machines and units thereof (excl. those for discharge lamps or tubes)"
"12669","85045095","850450","Inductors (excl. of a kind used with telecommunication apparatus and for power supplies for automatic data-processing machines and units thereof and those for discharge lamps or tubes)"
"12670","850490","8504","Parts of electrical transformers and inductors, n.e.s."
"12671","85049005","850490","Electronic assemblies of inductors of a kind used with telecommunication apparatus and for power supplies for automatic data-processing machines and units thereof, n.e.s."
